reviewer_id,store_name,category,store_address,latitude ,longitude,rating_count,review_time,review,rating,rating_num,true_sentiment,predicted_sentiment,emotion,cleaned_review,normalized_review
10862,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",4 months ago,Great place & great prices.,5 stars,5,Positive,Positive,joy,great place great prices,great place great price
8664,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",7 months ago,This has GOT to be the worst McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s in America. I live next ,1 star,1,Negative,Negative,disgust,this has got to be the worst mcdonalds in america i live next,thi ha got to be the worst mcdonald in america i live next
2562,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",4 years ago,Love the fresh  fries,5 stars,5,Positive,Positive,joy,love the fresh fries,love the fresh fri
29117,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",2 years ago,Store has been there for decades.,4 stars,4,Positive,Positive,neutral,store has been there for decades,store ha been there for decad
30412,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",3 years ago,Worst service I've ever had waited over 45 minutes in the drive thru for a 10 peice nugget meal..... workers didn't seem to know what there job was!!! Manager looked lost by what it appeared from the window.,1 star,1,Negative,Negative,surprise,worst service ive ever had waited over minutes in the drive thru for a peice nugget meal workers didnt seem to know what there job was manager looked lost by what it appeared from the window,worst servic ive ever had wait over minut in the drive thru for a peic nugget meal worker didnt seem to know what there job wa manag look lost by what it appear from the window
5622,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,3 years ago,Poor ,2 stars,2,Negative,Negative,sadness,poor,poor
17600,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,a year ago,McDonalds food ... What can I say.,5 stars,5,Positive,Positive,neutral,mcdonalds food what can i say,mcdonald food what can i say
20475,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,Horrible place they get my order wrong EVERY SINGLE TIME do not waste your money here this place is awful doesnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1 star,1,Negative,Negative,fear,horrible place they get my order wrong every single time do not waste your money here this place is awful doesn,horribl place they get my order wrong everi singl time do not wast your money here thi place is aw doesn
3116,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Its ok  could be better i say its just to many homeless people dine un n have a bad smell  of sweat  n people get high in bathroom  n leave needle n bags of drugs on floor dirty at time smell homeless people  askin for money harass people who eat in McDonalds,2 stars,2,Negative,Negative,anger,its ok could be better i say its just to many homeless people dine un n have a bad smell of sweat n people get high in bathroom n leave needle n bags of drugs on floor dirty at time smell homeless people askin for money harass people who eat in mcdonalds,it ok could be better i say it just to mani homeless peopl dine un n have a bad smell of sweat n peopl get high in bathroom n leav needl n bag of drug on floor dirti at time smell homeless peopl askin for money harass peopl who eat in mcdonald
13298,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",a year ago,"If you don't stop at this McDonald's after the beach, you are weird.",4 stars,4,Positive,Negative,disgust,if you dont stop at this mcdonalds after the beach you are weird,if you dont stop at thi mcdonald after the beach you are weird
27700,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",3 years ago,They  hardly speak English they serve you Whit and attitude and they are always more concentrated in talkin about fellow workers that they are to take your order and that's why they always give you the wrong stuff.,1 star,1,Negative,Negative,neutral,they hardly speak english they serve you whit and attitude and they are always more concentrated in talkin about fellow workers that they are to take your order and thats why they always give you the wrong stuff,they hardli speak english they serv you whit and attitud and they are alway more concentr in talkin about fellow worker that they are to take your order and that whi they alway give you the wrong stuff
20634,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,"Its McDonald's,  what do you expect?",5 stars,5,Positive,Negative,surprise,its mcdonalds what do you expect,it mcdonald what do you expect
22532,McDonald's,Fast food restaurant,2476 Kalï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,"2,175",5 years ago,app doesn't work and theres always something wrong with my order every time i go there. prices are no longer cheap either so now i go else where if possible,2 stars,2,Negative,Negative,sadness,app doesnt work and theres always something wrong with my order every time i go there prices are no longer cheap either so now i go else where if possible,app doesnt work and there alway someth wrong with my order everi time i go there price are no longer cheap either so now i go els where if possibl
10297,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",3 years ago,"Worse designed for cistomers the confusion of where to stand no order or pick up area counters too hi in ice cream area, tables are
badly placed just looks messy..& with all bells & beeps going off all day, annoying to customers & nerve wracking for wrks
.improved equipment is to be
..updated",2 stars,2,Negative,Negative,sadness,worse designed for cistomers the confusion of where to stand no order or pick up area counters too hi in ice cream area tables are badly placed just looks messy with all bells beeps going off all day annoying to customers nerve wracking for wrks improved equipment is to be updated,wors design for cistom the confus of where to stand no order or pick up area counter too hi in ice cream area tabl are badli place just look messi with all bell beep go off all day annoy to custom nerv wrack for wrk improv equip is to be updat
6493,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",5 years ago,Very fast with your order. Great coffee. They make it exactly as asked. Love going here.,5 stars,5,Positive,Positive,neutral,very fast with your order great coffee they make it exactly as asked love going here,veri fast with your order great coffe they make it exactli as ask love go here
18128,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,3 years ago,Excellent ,5 stars,5,Positive,Positive,neutral,excellent,excel
7086,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",3 years ago,"They spending millions to renovate all their stores to stay pertinate,while selling smaller portions of their fattining foods and raising their prices to pay for making the place look modern,anybody else notice that McDonald's has gotten way more expensive,taken alot of stuff away from what used to be the dollar menu,and took away alot of the all day breakfast",1 star,1,Negative,Negative,anger,they spending millions to renovate all their stores to stay pertinatewhile selling smaller portions of their fattining foods and raising their prices to pay for making the place look modernanybody else notice that mcdonalds has gotten way more expensivetaken alot of stuff away from what used to be the dollar menuand took away alot of the all day breakfast,they spend million to renov all their store to stay pertinatewhil sell smaller portion of their fattin food and rais their price to pay for make the place look modernanybodi els notic that mcdonald ha gotten way more expensivetaken alot of stuff away from what use to be the dollar menuand took away alot of the all day breakfast
3906,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
30713,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",5 years ago,This one busy McDonald's. 1st visit was good. 2md visit they forgot some of my food. But it's friendly.,3 stars,3,Neutral,Positive,joy,this one busy mcdonalds st visit was good md visit they forgot some of my food but its friendly,thi one busi mcdonald st visit wa good md visit they forgot some of my food but it friendli
1838,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",2 months ago,The service was horrible. The kiosk machine printed a record with no numbers on it. The staff was calling numbers without saying the order. The atmosphere was Workers waiting for their checks & requesting food infront of paying customers. Was a very unpleasant experience.,2 stars,2,Negative,Negative,disgust,the service was horrible the kiosk machine printed a record with no numbers on it the staff was calling numbers without saying the order the atmosphere was workers waiting for their checks requesting food infront of paying customers was a very unpleasant experience,the servic wa horribl the kiosk machin print a record with no number on it the staff wa call number without say the order the atmospher wa worker wait for their check request food infront of pay custom wa a veri unpleas experi
31887,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",2 years ago,My express place going to work,4 stars,4,Positive,Positive,neutral,my express place going to work,my express place go to work
8378,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",4 years ago,Cool,5 stars,5,Positive,Positive,neutral,cool,cool
25114,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,a month ago,Excellent ,5 stars,5,Positive,Positive,neutral,excellent,excel
25707,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,657",5 years ago,It would be nice place if you could enjoy your meal without people asking for money the whole time,1 star,1,Negative,Positive,joy,it would be nice place if you could enjoy your meal without people asking for money the whole time,it would be nice place if you could enjoy your meal without peopl ask for money the whole time
14000,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",3 days ago,Worlds biggest Micky Dï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,4 stars,4,Positive,Negative,neutral,worlds biggest micky d,world biggest micki d
24925,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,4 years ago,"It's a fast food place. It's fast and cheap food. If you're expecting anything else from a McDonald's, you're bound to be disappointed. That being said however, this McDonald's does its job well, and will not disappoint you. I have never gotten a wrong order, or bad food from this place, and you probably won't either.",4 stars,4,Positive,Positive,neutral,its a fast food place its fast and cheap food if youre expecting anything else from a mcdonalds youre bound to be disappointed that being said however this mcdonalds does its job well and will not disappoint you i have never gotten a wrong order or bad food from this place and you probably wont either,it a fast food place it fast and cheap food if your expect anyth els from a mcdonald your bound to be disappoint that be said howev thi mcdonald doe it job well and will not disappoint you i have never gotten a wrong order or bad food from thi place and you probabl wont either
5577,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,a year ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
6396,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",3 years ago,Went McDonald's in Manhattan. It was excellent. The food was hot and the service was good and fast. Note 33rd St McDonald's air conditioning was broken. No problems.,5 stars,5,Positive,Positive,neutral,went mcdonalds in manhattan it was excellent the food was hot and the service was good and fast note rd st mcdonalds air conditioning was broken no problems,went mcdonald in manhattan it wa excel the food wa hot and the servic wa good and fast note rd st mcdonald air condit wa broken no problem
10455,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",3 years ago,The can be more knowledgeable of the order of operation of running a business! Nasty disposition toward the descendents ijs.....,1 star,1,Negative,Negative,disgust,the can be more knowledgeable of the order of operation of running a business nasty disposition toward the descendents ijs,the can be more knowledg of the order of oper of run a busi nasti disposit toward the descend ij
16027,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",5 years ago,Food,4 stars,4,Positive,Positive,neutral,food,food
21419,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",3 years ago,how do you like it when a person taking your order sneezes on you why would they be there sick why would they be contagious why would they be spreading their disease the stinking billionaires turn on McDonald's Auto send them home when they're sick and give them pay these franchises make billions of dollars by just using McDonald's name it's not really McDonald's it's a private persons company and they do whatever they want they charge whatever price they want it's not even McDonald's,1 star,1,Negative,Negative,neutral,how do you like it when a person taking your order sneezes on you why would they be there sick why would they be contagious why would they be spreading their disease the stinking billionaires turn on mcdonalds auto send them home when theyre sick and give them pay these franchises make billions of dollars by just using mcdonalds name its not really mcdonalds its a private persons company and they do whatever they want they charge whatever price they want its not even mcdonalds,how do you like it when a person take your order sneez on you whi would they be there sick whi would they be contagi whi would they be spread their diseas the stink billionair turn on mcdonald auto send them home when theyr sick and give them pay these franchis make billion of dollar by just use mcdonald name it not realli mcdonald it a privat person compani and they do whatev they want they charg whatev price they want it not even mcdonald
12640,McDonald's,Fast food restaurant,"501 W Imperial Hwy, Los Angeles, CA 90044, United States",33.9312613,-118.2829548,"2,722",3 years ago,"We were out and about and we stopped to pick up some refreshments. The service was excellent, and the place was clean and well-kept... I would highly recommend it.",5 stars,5,Positive,Positive,joy,we were out and about and we stopped to pick up some refreshments the service was excellent and the place was clean and wellkept i would highly recommend it,we were out and about and we stop to pick up some refresh the servic wa excel and the place wa clean and wellkept i would highli recommend it
17121,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",3 years ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
16596,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",5 years ago,It's ok if you want something fast the people are friendly.,4 stars,4,Positive,Positive,neutral,its ok if you want something fast the people are friendly,it ok if you want someth fast the peopl are friendli
26756,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",4 years ago,"As far as McDonalds go, this is a pretty good one. Know how I can tell? Fries are *always* blistering hot.  I live near this McDonald's and I don't have to force myself to come here even though I pick up food 2 or 3 times per month. Stuff that's supposed to be hot is hot; stuff that is supposed to be cold is cold. As far as the service goes, here's the amazing thing: mostly millennials are working here .... and the service is still good! If you are in the area and hungry, I recommend this McDonald's....but please don't tease the Millinials they get spooked easy and stampede.  Thanks.",4 stars,4,Positive,Positive,neutral,as far as mcdonalds go this is a pretty good one know how i can tell fries are always blistering hot i live near this mcdonalds and i dont have to force myself to come here even though i pick up food or times per month stuff thats supposed to be hot is hot stuff that is supposed to be cold is cold as far as the service goes heres the amazing thing mostly millennials are working here and the service is still good if you are in the area and hungry i recommend this mcdonaldsbut please dont tease the millinials they get spooked easy and stampede thanks,as far as mcdonald go thi is a pretti good one know how i can tell fri are alway blister hot i live near thi mcdonald and i dont have to forc myself to come here even though i pick up food or time per month stuff that suppos to be hot is hot stuff that is suppos to be cold is cold as far as the servic goe here the amaz thing mostli millenni are work here and the servic is still good if you are in the area and hungri i recommend thi mcdonaldsbut pleas dont teas the millini they get spook easi and stamped thank
12407,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",4 years ago,Ok,4 stars,4,Positive,Positive,neutral,ok,ok
29423,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",4 years ago,excellent,5 stars,5,Positive,Positive,joy,excellent,excel
23998,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",2 years ago,Always a fast good meal,5 stars,5,Positive,Positive,joy,always a fast good meal,alway a fast good meal
12234,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",4 years ago,"Very nice, clean & friendly environment",5 stars,5,Positive,Positive,joy,very nice clean friendly environment,veri nice clean friendli environ
27610,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",3 years ago,"Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m so wrong to give even one star. But I have any option to give less . Today is 3/18/2019. At around 9 pm. I went to pick up the delivery from this place from drive thru,  Because it was close upon the governor order, and I was in urgent situation to use the bathroom but unfortunately no one of the people working there has any kind of human beings. They refused to allow to ",1 star,1,Negative,Negative,sadness,im so wrong to give even one star but i have any option to give less today is at around pm i went to pick up the delivery from this place from drive thru because it was close upon the governor order and i was in urgent situation to use the bathroom but unfortunately no one of the people working there has any kind of human beings they refused to allow to,im so wrong to give even one star but i have ani option to give less today is at around pm i went to pick up the deliveri from thi place from drive thru becaus it wa close upon the governor order and i wa in urgent situat to use the bathroom but unfortun no one of the peopl work there ha ani kind of human be they refus to allow to
21969,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",4 years ago,Fast and friendly,5 stars,5,Positive,Positive,neutral,fast and friendly,fast and friendli
28122,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",8 months ago,Breakfast was good and the meals were delivered to the window accurately.,4 stars,4,Positive,Positive,joy,breakfast was good and the meals were delivered to the window accurately,breakfast wa good and the meal were deliv to the window accur
10440,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",3 years ago,"Good promotions, this location is clean and fast service and hot food.",5 stars,5,Positive,Positive,neutral,good promotions this location is clean and fast service and hot food,good promot thi locat is clean and fast servic and hot food
6249,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",4 years ago,Like the modern look inside and nice seating. Great atmosphere for casual Hangout with friends. Kiosk there helps when the lines are too long. Cashiers are friendly and nice.,5 stars,5,Positive,Positive,joy,like the modern look inside and nice seating great atmosphere for casual hangout with friends kiosk there helps when the lines are too long cashiers are friendly and nice,like the modern look insid and nice seat great atmospher for casual hangout with friend kiosk there help when the line are too long cashier are friendli and nice
31140,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",4 months ago,"We bought food and drinks with the kids. After playing in the play place we tried to get refills on our sodas and were told they do not offer refills and we would have to buy another. There were no signs or anything stating such, and I've never seen another McDonald's telling people this, so I'm pretty sure the worker just lied to us.",1 star,1,Negative,Negative,neutral,we bought food and drinks with the kids after playing in the play place we tried to get refills on our sodas and were told they do not offer refills and we would have to buy another there were no signs or anything stating such and ive never seen another mcdonalds telling people this so im pretty sure the worker just lied to us,we bought food and drink with the kid after play in the play place we tri to get refil on our soda and were told they do not offer refil and we would have to buy anoth there were no sign or anyth state such and ive never seen anoth mcdonald tell peopl thi so im pretti sure the worker just lie to us
31809,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",4 years ago,Good food great service,5 stars,5,Positive,Positive,joy,good food great service,good food great servic
7,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",3 months ago,"If I  could give this location a zero on customer service, I  would. Pulled into drive through at 8:07 and placed a simple order. I order a regular hamburg and cookies. Once I paid and pulled up to the window to pick up, I  was told to pull up to the #1 space. I sat there and sat there and.........25 minutes later, no order. I  went in and no one was at the counter. I yelled ""hello"" three times. A young lady came up asking who was handling the front counter. A young girl appeared. To make this complaint shorter, I  showed my receipt and another 5 minutes later I got my order. There was another order with a drink sitting on the counter that never got to the person who ordered it. After getting home, I  had no regular hamburg but had cookies. Everyone, don't even bother going to this location again. It's a horrible experience every time as you can see by other reviews.",1 star,1,Negative,Negative,neutral,if i could give this location a zero on customer service i would pulled into drive through at and placed a simple order i order a regular hamburg and cookies once i paid and pulled up to the window to pick up i was told to pull up to the space i sat there and sat there and minutes later no order i went in and no one was at the counter i yelled hello three times a young lady came up asking who was handling the front counter a young girl appeared to make this complaint shorter i showed my receipt and another minutes later i got my order there was another order with a drink sitting on the counter that never got to the person who ordered it after getting home i had no regular hamburg but had cookies everyone dont even bother going to this location again its a horrible experience every time as you can see by other reviews,if i could give thi locat a zero on custom servic i would pull into drive through at and place a simpl order i order a regular hamburg and cooki onc i paid and pull up to the window to pick up i wa told to pull up to the space i sat there and sat there and minut later no order i went in and no one wa at the counter i yell hello three time a young ladi came up ask who wa handl the front counter a young girl appear to make thi complaint shorter i show my receipt and anoth minut later i got my order there wa anoth order with a drink sit on the counter that never got to the person who order it after get home i had no regular hamburg but had cooki everyon dont even bother go to thi locat again it a horribl experi everi time as you can see by other review
21146,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",a year ago,"Worst experience ever we was waiting for 40 min for our order...
I totally understand you guys are under staff

i get it,

but no even apologized for given  the wrong order
Caroline o wherever name was the supervisor on duty was rude and upset because she said they made the order and understood mkstakes happens it

You guys need to ask for the tickets that helps alot to prevent this kind of mistakes
Also please put a sign if you guys are not droping the food to the table so we know we have to wait for the food at the counter

Very disappointed breakfast",1 star,1,Negative,Negative,anger,worst experience ever we was waiting for min for our order i totally understand you guys are under staff i get it but no even apologized for given the wrong order caroline o wherever name was the supervisor on duty was rude and upset because she said they made the order and understood mkstakes happens it you guys need to ask for the tickets that helps alot to prevent this kind of mistakes also please put a sign if you guys are not droping the food to the table so we know we have to wait for the food at the counter very disappointed breakfast,worst experi ever we wa wait for min for our order i total understand you guy are under staff i get it but no even apolog for given the wrong order carolin o wherev name wa the supervisor on duti wa rude and upset becaus she said they made the order and understood mkstake happen it you guy need to ask for the ticket that help alot to prevent thi kind of mistak also pleas put a sign if you guy are not drope the food to the tabl so we know we have to wait for the food at the counter veri disappoint breakfast
25301,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,2 years ago,Excellent ,5 stars,5,Positive,Positive,neutral,excellent,excel
31686,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",4 years ago,Fast and hot food.great place for the kids to play.,4 stars,4,Positive,Positive,joy,fast and hot foodgreat place for the kids to play,fast and hot foodgreat place for the kid to play
11901,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",3 years ago,One of the cleanest and most modern McDonald's location's I've been to. The staff were really nice and my food was ready before my butt had a chance to hit the seat.,5 stars,5,Positive,Positive,neutral,one of the cleanest and most modern mcdonalds locations ive been to the staff were really nice and my food was ready before my butt had a chance to hit the seat,one of the cleanest and most modern mcdonald locat ive been to the staff were realli nice and my food wa readi befor my butt had a chanc to hit the seat
30590,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",4 years ago,This location always has fast service and REALLY FRESH food!  Good job!  This is really hard to find these days.,5 stars,5,Positive,Positive,joy,this location always has fast service and really fresh food good job this is really hard to find these days,thi locat alway ha fast servic and realli fresh food good job thi is realli hard to find these day
23445,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",a year ago,"Lines were a little long, yet food was fresh and hot.ï¿½ï¿½ï¿",5 stars,5,Positive,Positive,neutral,lines were a little long yet food was fresh and hot,line were a littl long yet food wa fresh and hot
8467,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",4 months ago,"I was at this location on 2/5/23. Went through the drive-thru and the lady taking order was a little rude.  I drove off and went inside. Omg, the expo person was standing there drinking a soda as she's bagging  food. One of the cooks had so much hair, even  though  he had on a hat he needed a hair net as well. Went to get my drink, and I quickly changed my mind to a bottle of water. The drink station sickened me, I dared not get ice or a drink from there. Won't  be back, I'm sure you don't care. Most disgusting!!!!",1 star,1,Negative,Negative,disgust,i was at this location on went through the drivethru and the lady taking order was a little rude i drove off and went inside omg the expo person was standing there drinking a soda as shes bagging food one of the cooks had so much hair even though he had on a hat he needed a hair net as well went to get my drink and i quickly changed my mind to a bottle of water the drink station sickened me i dared not get ice or a drink from there wont be back im sure you dont care most disgusting,i wa at thi locat on went through the drivethru and the ladi take order wa a littl rude i drove off and went insid omg the expo person wa stand there drink a soda as she bag food one of the cook had so much hair even though he had on a hat he need a hair net as well went to get my drink and i quickli chang my mind to a bottl of water the drink station sicken me i dare not get ice or a drink from there wont be back im sure you dont care most disgust
24280,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",2 months ago,The employees were very nice!,5 stars,5,Positive,Positive,joy,the employees were very nice,the employe were veri nice
5605,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,a month ago,Poor ,2 stars,2,Negative,Negative,sadness,poor,poor
19842,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",3 years ago,The lousy attention,1 star,1,Negative,Negative,disgust,the lousy attention,the lousi attent
26230,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,808",4 years ago,"Rude cashiers, waited for lmost 40mns in drive thru why do they make 2 lanes waste of time",1 star,1,Negative,Negative,surprise,rude cashiers waited for lmost mns in drive thru why do they make lanes waste of time,rude cashier wait for lmost mn in drive thru whi do they make lane wast of time
13944,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",a year ago,"A little slow for the amount of people working. Part of the food was cold. Out of our family of 11, seven of our orders were incorrect or missing something. Whipped cream from the waffles, missing slushies, missing OJ, sandwiches incorrect. By the time we got everything tracked down, the hot food was cold. It was still very entertaining for small kids, but adults it's only okay.",3 stars,3,Neutral,Negative,neutral,a little slow for the amount of people working part of the food was cold out of our family of seven of our orders were incorrect or missing something whipped cream from the waffles missing slushies missing oj sandwiches incorrect by the time we got everything tracked down the hot food was cold it was still very entertaining for small kids but adults its only okay,a littl slow for the amount of peopl work part of the food wa cold out of our famili of seven of our order were incorrect or miss someth whip cream from the waffl miss slushi miss oj sandwich incorrect by the time we got everyth track down the hot food wa cold it wa still veri entertain for small kid but adult it onli okay
12015,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",3 years ago,This place doesn't serve McLobster roll anymore.  We used to go there twice a summer for their lobster roll.  I gave a 4 stars became of the interior quality.,4 stars,4,Positive,Positive,neutral,this place doesnt serve mclobster roll anymore we used to go there twice a summer for their lobster roll i gave a stars became of the interior quality,thi place doesnt serv mclobster roll anymor we use to go there twice a summer for their lobster roll i gave a star becam of the interior qualiti
11792,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",4 years ago,Good service,5 stars,5,Positive,Positive,neutral,good service,good servic
9972,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",4 years ago,Excellent ,5 stars,5,Positive,Positive,neutral,excellent,excel
4401,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",a year ago,Food is never hot and fresh,1 star,1,Negative,Negative,neutral,food is never hot and fresh,food is never hot and fresh
